movieId,title,genres,median_rate,imdbId,rating,timestamp
2.0,Jumanji (1995),Adventure|Children|Fantasy,4.0,0113497,4.0,845553522
3.0,Grumpier Old Men (1995),Comedy|Romance,3.5,0113228,4.0,964981247
4.0,Waiting to Exhale (1995),Comedy|Drama|Romance,3.0,0114885,3.0,845554349
5.0,Father of the Bride Part II (1995),Comedy,3.0,0113041,5.0,845553938
6.0,Heat (1995),Action|Crime|Thriller,3.0,0113277,4.0,964982224
7.0,Sabrina (1995),Comedy|Romance,4.0,0114319,4.0,845554264
8.0,Tom and Huck (1995),Adventure|Children,3.0,0112302,3.0,845555281
9.0,Sudden Death (1995),Action,3.0,0114576,4.0,855947372
10.0,GoldenEye (1995),Action|Adventure|Thriller,3.0,0113189,3.0,845553253
11.0,"American President, The (1995)",Comedy|Drama|Romance,3.5,0112346,4.0,845553489
12.0,Dracula: Dead and Loving It (1995),Comedy|Horror,4.0,0112896,1.0,965705347
13.0,Balto (1995),Adventure|Animation|Children,3.0,0112453,3.0,845555588
14.0,Nixon (1995),Drama,3.0,0113987,4.0,857653349
15.0,Cutthroat Island (1995),Action|Adventure|Romance,4.0,0112760,4.0,845554505
16.0,Casino (1995),Crime|Drama,3.0,0112641,4.0,845553819
17.0,Sense and Sensibility (1995),Drama|Romance,4.0,0114388,4.0,845553559
18.0,Four Rooms (1995),Comedy,4.0,0113101,4.0,869252115
19.0,Ace Ventura: When Nature Calls (1995),Comedy,4.0,0112281,2.0,845553382
20.0,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,3.0,0113845,3.0,1252573422
21.0,Get Shorty (1995),Comedy|Crime|Thriller,2.0,0113161,3.0,986935199
22.0,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,4.0,0112722,5.0,845553875
23.0,Assassins (1995),Action|Crime|Thriller,3.0,0112401,1.5,1242290862
24.0,Powder (1995),Drama|Sci-Fi,3.0,0114168,4.0,845554397
25.0,Leaving Las Vegas (1995),Drama|Romance,3.0,0113627,3.0,845553695
26.0,Othello (1995),Drama,4.0,0114057,4.0,845555362
27.0,Now and Then (1995),Children|Drama,4.0,0114011,3.0,845555402
28.0,Persuasion (1995),Drama|Romance,3.0,0114117,5.0,939654815
29.0,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,4.5,0112682,4.0,1107341574
30.0,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,4.0,0115012,4.0,1039399501
31.0,Dangerous Minds (1995),Drama,4.0,0112792,0.5,1306463578
32.0,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,3.0,0114746,2.0,945173447
34.0,Babe (1995),Children|Drama,4.0,0112431,4.0,847434881
38.0,It Takes Two (1995),Children|Comedy,4.0,0113442,2.5,1419795113
40.0,"Cry, the Beloved Country (1995)",Drama,4.0,0112749,3.5,1057854804
42.0,Dead Presidents (1995),Action|Crime|Drama,2.25,0112819,4.0,1004408338
43.0,Restoration (1995),Drama,3.0,0114272,4.0,845555607
44.0,Mortal Kombat (1995),Action|Adventure|Fantasy,4.25,0113855,2.0,902154593
45.0,To Die For (1995),Comedy|Drama|Thriller,4.0,0114681,3.0,986935047
46.0,How to Make an American Quilt (1995),Drama|Romance,3.0,0113347,4.0,845554551
47.0,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,3.0,0114369,5.0,964983815
48.0,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,2.5,0114148,1.0,965709172
49.0,When Night Is Falling (1995),Drama|Romance,3.0,0114916,3.0,974925453
50.0,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,3.0,0114814,5.0,964982931
52.0,Mighty Aphrodite (1995),Comedy|Drama|Romance,4.0,0113819,3.0,964622786
53.0,Lamerica (1994),Adventure|Drama,3.0,0110299,5.0,889468268
54.0,"Big Green, The (1995)",Children|Comedy,3.0,0112499,4.0,845555402
55.0,Georgia (1995),Drama,4.5,0113158,4.0,858772543
58.0,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,3.25,0110877,3.0,964538444
60.0,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,5.0,0113419,4.0,845554263
61.0,Eye for an Eye (1996),Drama|Thriller,2.0,0116260,4.0,845555454
62.0,Mr. Holland's Opus (1995),Drama,4.0,0113862,4.0,845553660
64.0,Two if by Sea (1996),Comedy|Romance,3.0,0118002,2.0,965708037
65.0,Bio-Dome (1996),Comedy,4.0,0115683,3.0,845555070
68.0,French Twist (Gazon maudit) (1995),Comedy|Romance,3.0,0113149,3.0,856354249
69.0,Friday (1995),Comedy,4.0,0113118,3.0,951170141
70.0,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,4.0,0116367,3.0,964982400
71.0,Fair Game (1995),Action,3.0,0113010,1.0,980051522
72.0,Kicking and Screaming (1995),Comedy|Drama,2.0,0113537,4.0,829760897
73.0,"Misérables, Les (1995)",Drama|War,3.0,0113828,4.0,844163663
74.0,Bed of Roses (1996),Drama|Romance,3.0,0115644,4.0,856736316
76.0,Screamers (1995),Action|Sci-Fi|Thriller,3.0,0114367,4.0,845555317
77.0,Nico Icon (1995),Documentary,4.0,0113973,4.0,954482106
78.0,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,4.0,0112744,4.0,856736477
79.0,"Juror, The (1996)",Drama|Thriller,2.0,0116731,3.0,845554907
80.0,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,4.0,0112445,4.0,1039397611
81.0,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,4.0,0114660,3.0,856354174
82.0,Antonia's Line (Antonia) (1995),Comedy|Drama,4.0,0112379,5.0,832060151
83.0,Once Upon a Time... When We Were Colored (1995),Drama|Romance,3.0,0114039,3.0,853938185
85.0,Angels and Insects (1995),Drama|Romance,3.5,0112365,5.0,856354195
86.0,White Squall (1996),Action|Adventure|Drama,4.0,0118158,5.0,845556131
87.0,Dunston Checks In (1996),Children|Comedy,3.0,0116151,3.0,845555300
88.0,Black Sheep (1996),Comedy,2.0,0115697,2.0,845555694
89.0,Nick of Time (1995),Action|Thriller,4.0,0113972,4.0,845555124
92.0,Mary Reilly (1996),Drama|Horror|Thriller,3.0,0117002,4.0,845555454
93.0,Vampire in Brooklyn (1995),Comedy|Horror|Romance,4.5,0114825,4.0,845554584
94.0,Beautiful Girls (1996),Comedy|Drama|Romance,3.0,0115639,4.0,939716218
96.0,In the Bleak Midwinter (1995),Comedy|Drama,5.0,0113403,3.5,1053020997
97.0,"Hate (Haine, La) (1995)",Crime|Drama,4.0,0113247,4.5,1075764905
99.0,Heidi Fleiss: Hollywood Madam (1995),Documentary,3.0,0113283,5.0,829759809
100.0,City Hall (1996),Drama|Thriller,3.25,0115907,3.0,845555151
101.0,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,3.25,0115734,5.0,964980868
104.0,Happy Gilmore (1996),Comedy,2.5,0116483,4.0,845554349
105.0,"Bridges of Madison County, The (1995)",Drama|Romance,3.0,0112579,3.0,845553757
106.0,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,4.0,0110251,4.0,986848784
107.0,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,3.0,0117110,2.0,965706886
108.0,Catwalk (1996),Documentary,3.5,0112646,4.0,954482070
110.0,Braveheart (1995),Action|Drama|War,4.0,0112573,4.0,964982176
112.0,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,5.0,0113326,4.0,845553994
113.0,Before and After (1996),Drama|Mystery,3.0,0115645,3.0,845556257
116.0,Anne Frank Remembered (1995),Documentary,4.0,0112373,5.0,856354268
117.0,"Young Poisoner's Handbook, The (1995)",Crime|Drama,1.0,0115033,3.0,832080636
118.0,If Lucy Fell (1996),Comedy|Romance,3.0,0116606,3.0,965708217
119.0,"Steal Big, Steal Little (1995)",Comedy,3.5,0114536,3.0,961438609
121.0,"Boys of St. Vincent, The (1992)",Drama,3.0,0106473,4.0,832060318
122.0,Boomerang (1992),Comedy|Romance,4.0,0103859,3.0,996221451
123.0,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,3.0,0109424,5.0,1354125195
125.0,Flirting With Disaster (1996),Comedy,4.0,0116324,5.0,964622758
128.0,Jupiter's Wife (1994),Documentary,4.0,0110217,3.0,1109410370
129.0,Pie in the Sky (1996),Comedy|Romance,4.0,0114131,2.0,974937943
132.0,Jade (1995),Thriller,3.5,0113451,3.0,832449989
135.0,Down Periscope (1996),Comedy,3.0,0116130,3.0,845554987
141.0,"Birdcage, The (1996)",Comedy,3.5,0115685,4.0,845553586
144.0,"Brothers McMullen, The (1995)",Comedy,3.0,0112585,4.0,996220026
145.0,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,2.5,0112442,4.0,845553966
146.0,"Amazing Panda Adventure, The (1995)",Adventure|Children,3.0,0112342,4.0,845555607
148.0,"Awfully Big Adventure, An (1995)",Drama,4.0,0112427,5.0,829760897
149.0,Amateur (1994),Crime|Drama|Thriller,3.0,0109093,2.0,963179615
150.0,Apollo 13 (1995),Adventure|Drama|IMAX,4.75,0112384,3.0,847434748
152.0,"Addiction, The (1995)",Drama|Horror,4.0,0112288,1.0,1494036422
153.0,Batman Forever (1995),Action|Adventure|Comedy|Crime,2.0,0112462,3.0,847434802
155.0,Beyond Rangoon (1995),Adventure|Drama|War,3.0,0112495,4.0,829760897
156.0,Blue in the Face (1995),Comedy|Drama,2.0,0112541,4.0,1042840602
159.0,Clockers (1995),Crime|Drama|Mystery,3.0,0112688,3.0,845555006
162.0,Crumb (1994),Documentary,3.0,0109508,5.0,945078571
164.0,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,3.0,0112857,5.0,975281545
168.0,First Knight (1995),Action|Drama|Romance,3.25,0113071,5.0,845553695
169.0,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,3.5,0113114,3.0,845470321
172.0,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,3.5,0113481,1.0,1299424762
173.0,Judge Dredd (1995),Action|Crime|Sci-Fi,3.0,0113492,1.0,965703997
174.0,Jury Duty (1995),Comedy,3.0,0113500,3.0,845554479
175.0,Kids (1995),Drama,3.5,0113540,3.0,1107162721
176.0,Living in Oblivion (1995),Comedy,5.0,0113677,5.0,964622565
177.0,Lord of Illusions (1995),Horror,2.0,0113690,3.0,845554931
178.0,Love & Human Remains (1993),Comedy|Drama,4.0,0107447,1.0,829760898
179.0,Mad Love (1995),Drama|Romance,3.75,0113729,1.0,845555362
180.0,Mallrats (1995),Comedy|Romance,1.5,0113749,2.0,845555006
181.0,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,3.0,0113820,3.0,845553938
183.0,Mute Witness (1994),Comedy|Horror|Thriller,4.0,0110604,4.0,1039396567
184.0,Nadja (1994),Drama,2.25,0110620,4.0,963179880
185.0,"Net, The (1995)",Action|Crime|Thriller,4.0,0113957,3.0,845553283
186.0,Nine Months (1995),Comedy|Romance,3.0,0113986,3.0,845553619
187.0,Party Girl (1995),Comedy,3.0,0114095,3.0,1044657119
188.0,"Prophecy, The (1995)",Fantasy|Horror|Mystery,3.0,0114194,5.0,832451540
189.0,Reckless (1995),Comedy|Fantasy,3.0,0114241,3.0,845556241
190.0,Safe (1995),Thriller,4.0,0114323,2.0,945079259
191.0,"Scarlet Letter, The (1995)",Drama|Romance,4.0,0114345,2.0,845554931
193.0,Showgirls (1995),Drama,3.5,0114436,3.0,835441371
194.0,Smoke (1995),Comedy|Drama,3.0,0114478,5.0,856737270
195.0,Something to Talk About (1995),Comedy|Drama|Romance,3.5,0114496,4.0,845554455
196.0,Species (1995),Horror|Sci-Fi,3.0,0114508,3.0,845553586
199.0,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,3.0,0058450,3.0,832060204
201.0,Three Wishes (1995),Drama|Fantasy,3.0,0114663,3.0,845556290
202.0,Total Eclipse (1995),Drama|Romance,3.0,0114702,3.0,1172015598
203.0,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,3.5,0114682,4.0,856737166
204.0,Under Siege 2: Dark Territory (1995),Action,3.0,0114781,3.0,845553619
205.0,Unstrung Heroes (1995),Comedy|Drama,3.0,0114798,3.0,845555477
206.0,Unzipped (1995),Documentary,2.5,0114805,2.0,839867522
207.0,"Walk in the Clouds, A (1995)",Drama|Romance,4.0,0114887,4.0,845554024
208.0,Waterworld (1995),Action|Adventure|Sci-Fi,4.0,0114898,3.0,845553253
209.0,White Man's Burden (1995),Drama,3.0,0114928,3.0,845556106
210.0,Wild Bill (1995),Western,1.0,0114938,4.0,845556310
211.0,"Browning Version, The (1994)",Drama,1.5,0109340,3.0,1242107980
212.0,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,3.75,0112602,4.0,845556181
213.0,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,2.5,0111579,4.5,1446610221
215.0,Before Sunrise (1995),Drama|Romance,3.5,0112471,5.0,945079078
216.0,Billy Madison (1995),Comedy,3.5,0112508,5.0,964981208
217.0,"Babysitter, The (1995)",Drama|Thriller,3.0,0112438,3.0,845555382
218.0,Boys on the Side (1995),Comedy|Drama,3.0,0112571,2.0,845553994
219.0,"Cure, The (1995)",Drama,4.25,0112757,3.0,845556131
220.0,Castle Freak (1995),Horror,3.5,0112643,3.0,832080636
222.0,Circle of Friends (1995),Drama|Romance,3.0,0112679,1.0,945629040
223.0,Clerks (1994),Comedy,3.0,0109445,3.0,964980985
224.0,Don Juan DeMarco (1995),Comedy|Drama|Romance,2.0,0112883,3.0,845553794
227.0,Drop Zone (1994),Action|Thriller,2.0,0109676,4.0,996221233
228.0,Destiny Turns on the Radio (1995),Comedy,4.0,0112854,3.0,832060190
229.0,Death and the Maiden (1994),Drama|Thriller,3.5,0109579,5.0,829760897
230.0,Dolores Claiborne (1995),Drama|Thriller,3.0,0109642,5.0,845553966
232.0,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,3.0,0111797,5.0,964622684
233.0,Exotica (1994),Drama,4.25,0109759,4.0,968440983
235.0,Ed Wood (1994),Comedy|Drama,3.0,0109707,4.0,964980908
236.0,French Kiss (1995),Action|Comedy|Romance,3.0,0113117,4.0,845553559
237.0,Forget Paris (1995),Comedy|Romance,3.0,0113097,4.0,845553875
238.0,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,3.0,0113028,3.0,962685525
239.0,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,3.0,0113198,3.0,845554987
240.0,Hideaway (1995),Thriller,3.0,0113303,3.0,845555571
241.0,Fluke (1995),Children|Drama,3.5,0113089,4.0,964744490
242.0,Farinelli: il castrato (1994),Drama|Musical,3.0,0109771,2.0,971117781
243.0,Gordy (1995),Children|Comedy|Fantasy,3.0,0113199,3.0,845555588
246.0,Hoop Dreams (1994),Documentary,3.0,0110057,4.0,856737338
247.0,Heavenly Creatures (1994),Crime|Drama,3.5,0110005,3.0,986848894
248.0,Houseguest (1994),Comedy,3.5,0110066,5.0,845554263
249.0,Immortal Beloved (1994),Drama|Romance,4.75,0110116,3.0,939716778
250.0,Heavyweights (Heavy Weights) (1995),Children|Comedy,4.0,0110006,4.0,845555588
251.0,"Hunted, The (1995)",Action,4.0,0113360,3.0,845556257
252.0,I.Q. (1994),Comedy|Romance,3.0,0110099,4.0,845553619
253.0,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,2.0,0110148,3.0,847435292
254.0,Jefferson in Paris (1995),Drama,3.5,0113463,3.0,845555655
255.0,"Jerky Boys, The (1995)",Comedy,3.0,0110189,0.5,1113188840
256.0,Junior (1994),Comedy|Sci-Fi,3.0,0110216,3.0,845553726
258.0,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,4.0,0113538,3.0,845555172
259.0,Kiss of Death (1995),Crime|Drama|Thriller,4.0,0113552,4.0,848994678
260.0,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,3.75,0076759,5.0,964981680
261.0,Little Women (1994),Drama,3.25,0110367,4.0,847435238
263.0,Ladybird Ladybird (1994),Drama,3.0,0110296,4.0,1171328200
265.0,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,3.0,0103994,5.0,964538468
266.0,Legends of the Fall (1994),Drama|Romance|War|Western,3.0,0110322,1.0,847435311
267.0,Major Payne (1995),Comedy,3.0,0110443,3.0,845554376
269.0,My Crazy Life (Mi vida loca) (1993),Drama,3.0,0107566,3.0,829760898
270.0,Love Affair (1994),Drama|Romance,4.0,0110391,3.0,845555172
271.0,Losing Isaiah (1995),Drama,3.5,0113691,4.0,845555249
272.0,"Madness of King George, The (1994)",Comedy|Drama,3.0,0110428,4.0,1107162524
273.0,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,4.0,0109836,3.0,845553875
274.0,Man of the House (1995),Comedy,3.0,0113755,4.0,845555151
275.0,Mixed Nuts (1994),Comedy,3.25,0110538,2.0,955944634
276.0,Milk Money (1994),Comedy|Romance,4.0,0110516,4.0,845553907
277.0,Miracle on 34th Street (1994),Drama,3.0,0110527,5.0,845553844
278.0,Miami Rhapsody (1995),Comedy,2.5,0113808,1.0,966596695
279.0,My Family (1995),Drama,4.0,0113896,3.0,845555436
280.0,Murder in the First (1995),Drama|Thriller,4.0,0113870,5.0,847719231
281.0,Nobody's Fool (1994),Comedy|Drama|Romance,3.0,0110684,4.0,845554320
284.0,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,4.5,0117169,4.5,1108975148
285.0,Beyond Bedlam (1993),Drama|Horror,4.0,0106402,4.0,832080636
287.0,Nina Takes a Lover (1994),Comedy|Romance,3.0,0110671,3.0,858772239
288.0,Natural Born Killers (1994),Action|Crime|Thriller,4.0,0110632,2.0,845553283
289.0,Only You (1994),Comedy|Romance,2.75,0110737,3.0,845554455
290.0,Once Were Warriors (1994),Crime|Drama,3.0,0110729,5.0,847435311
291.0,Poison Ivy II (1996),Drama|Thriller,3.5,0114151,3.0,845555571
292.0,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,3.5,0114069,4.0,845553253
293.0,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,3.0,0110413,3.0,845553660
294.0,"Perez Family, The (1995)",Comedy|Romance,2.0,0114113,3.0,840309997
295.0,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,3.0,0114210,3.0,965708038
296.0,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,3.0,0110912,3.0,964982967
298.0,Pushing Hands (Tui shou) (1992),Drama,3.0,0105652,2.0,1049076725
299.0,Priest (1994),Drama,3.0,0110889,5.0,858771796
300.0,Quiz Show (1994),Drama,4.5,0110932,3.0,847435337
301.0,Picture Bride (Bijo photo) (1994),Drama|Romance,4.0,0114129,4.0,954482713
302.0,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,4.0,0110963,3.0,845555436
303.0,"Quick and the Dead, The (1995)",Action|Thriller|Western,4.0,0114214,3.0,845554099
305.0,Ready to Wear (Pret-A-Porter) (1994),Comedy,4.0,0110907,1.0,987456968
306.0,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,3.5,0111495,5.0,832059622
307.0,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,3.0,0108394,5.0,939715286
310.0,Rent-a-Kid (1995),Comedy,3.0,0114268,3.0,845556119
311.0,Relative Fear (1994),Horror|Thriller,3.0,0110965,3.0,832080690
312.0,Stuart Saves His Family (1995),Comedy,3.5,0114571,1.0,845555151
313.0,"Swan Princess, The (1994)",Animation|Children,4.0,0111333,3.0,845555546
314.0,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,3.0,0111112,5.0,845554603
315.0,"Specialist, The (1994)",Action|Drama|Thriller,3.0,0111255,4.0,845553522
316.0,Stargate (1994),Action|Adventure|Sci-Fi,2.0,0111282,3.0,964982310
317.0,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,3.0,0111070,4.0,845553457
318.0,"Shawshank Redemption, The (1994)",Crime|Drama,3.0,0111161,3.0,1445714835
319.0,Shallow Grave (1994),Comedy|Drama|Thriller,1.5,0111149,5.0,945079182
320.0,Suture (1993),Film-Noir|Thriller,3.0,0108260,3.0,953925390
321.0,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,4.0,0106966,4.0,858771861
322.0,Swimming with Sharks (1995),Comedy|Drama,4.0,0114594,2.0,939716829
324.0,"Sum of Us, The (1994)",Comedy|Drama,3.0,0111309,4.0,860397228
325.0,National Lampoon's Senior Trip (1995),Comedy,4.0,0113936,2.0,965708360
326.0,To Live (Huozhe) (1994),Drama,4.5,0110081,3.0,857653794
327.0,Tank Girl (1995),Action|Comedy|Sci-Fi,4.0,0114614,1.0,845554062
329.0,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,3.0,0111280,4.0,845553200
330.0,Tales from the Hood (1995),Action|Crime|Horror,3.0,0114609,3.0,845555071
331.0,Tom & Viv (1994),Drama,3.0,0111454,3.0,858772206
332.0,Village of the Damned (1995),Horror|Sci-Fi,4.0,0114852,3.0,845555046
333.0,Tommy Boy (1995),Comedy,2.0,0114694,5.0,964981179
334.0,Vanya on 42nd Street (1994),Drama,3.0,0111590,4.0,1107164085
335.0,Underneath (1995),Mystery|Thriller,4.0,0114788,4.0,874415062
336.0,"Walking Dead, The (1995)",Drama|War,3.0,0114888,3.0,845556223
337.0,What's Eating Gilbert Grape (1993),Drama,3.0,0108550,5.0,845553586
338.0,Virtuosity (1995),Action|Sci-Fi|Thriller,4.5,0114857,2.0,965703940
340.0,"War, The (1994)",Adventure|Drama|War,2.0,0111667,4.0,845555265
341.0,Double Happiness (1994),Drama,4.0,0109655,4.0,974937901
342.0,Muriel's Wedding (1994),Comedy,3.5,0110598,5.0,964538500
343.0,"Baby-Sitters Club, The (1995)",Children,4.0,0112435,3.0,845555172
344.0,Ace Ventura: Pet Detective (1994),Comedy,3.0,0109040,3.0,847434802
345.0,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,3.0,0109045,4.0,945629063
346.0,Backbeat (1993),Drama|Musical,4.0,0106339,4.0,841141700
347.0,Bitter Moon (1992),Drama|Film-Noir|Romance,3.0,0104779,3.0,845555300
348.0,Bullets Over Broadway (1994),Comedy,4.5,0109348,4.0,964622786
349.0,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,4.25,0109444,4.0,964982563
350.0,"Client, The (1994)",Drama|Mystery|Thriller,4.0,0109446,5.0,845553489
352.0,Crooklyn (1994),Comedy|Drama,3.0,0109504,3.0,845555382
353.0,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,3.0,0109506,4.0,845553726
354.0,Cobb (1994),Drama,1.0,0109450,4.0,845555402
355.0,"Flintstones, The (1994)",Children|Comedy|Fantasy,3.0,0109813,4.0,845553819
356.0,Forrest Gump (1994),Comedy|Drama|Romance|War,4.0,0109830,4.0,964980962
357.0,Four Weddings and a Funeral (1994),Comedy|Romance,3.0,0109831,3.0,964623306
358.0,Higher Learning (1995),Drama,3.0,0113305,3.0,845555265
359.0,I Like It Like That (1994),Comedy|Drama|Romance,3.0,0110091,3.0,845556412
360.0,I Love Trouble (1994),Action|Comedy,4.5,0110093,3.0,845555094
